closed,title,url,created_at,updated_at,user,labels,reactions,id
true,Definitions of inline and block elements are imprecise,https://github.com/w3c/editing/issues/67,2015-08-12T02:06:52Z,2015-08-26T08:48:49Z,rniwa,ContentEditableEvents,0,100450318
true,"""CE Events Container"" should be replaced by ""editing host""",https://github.com/w3c/editing/issues/66,2015-08-12T02:04:36Z,2015-08-18T11:37:27Z,rniwa,ContentEditableEvents,0,100450081
true,Do everything needed to do block direction movement of the caret when in cE=Events?,https://github.com/w3c/editing/issues/65,2015-08-12T01:10:10Z,2015-08-18T13:51:31Z,johanneswilm,ContentEditableEvents,0,100445402
false,What do we need to integrate with the clipboard api?,https://github.com/w3c/editing/issues/64,2015-08-12T01:06:50Z,2015-08-25T09:18:27Z,johanneswilm,ContentEditableEvents|Future,0,100445115
true,fixing typos,https://github.com/w3c/editing/pull/63,2015-08-04T13:07:17Z,2020-02-05T22:24:32Z,hallvors,,0,98963859
true,Do we need to spec device specific events?,https://github.com/w3c/editing/issues/62,2015-08-03T13:57:39Z,2016-08-25T09:18:04Z,johanneswilm,InputEvents|Future,0,98749302
true,Reference actions in clipboard API spec for execCommand copy/cut/paste,https://github.com/w3c/editing/issues/61,2015-07-28T13:45:58Z,2015-08-12T01:02:24Z,hallvors,execCommand,0,97711320
true,Change name of contentEditable=typing to contentEditable=intent,https://github.com/w3c/editing/issues/60,2015-07-25T16:51:28Z,2015-08-05T15:38:57Z,johanneswilm,ContentEditableEvents,0,97238631
true,What to do with IME input when typing over a large selection?,https://github.com/w3c/editing/issues/59,2015-06-03T14:49:33Z,2015-07-25T16:45:57Z,johanneswilm,ContentEditableEvents,0,84603708
true,"Should the caret move by default, and should we define this behavior?",https://github.com/w3c/editing/issues/58,2015-06-03T10:44:46Z,2015-08-03T09:27:52Z,johanneswilm,ContentEditableEvents,0,84489587
true,"Can we use textnodes, and block/inline nodes as shadow roots for transparent IME handling?",https://github.com/w3c/editing/issues/57,2015-05-27T23:05:02Z,2015-08-03T06:21:47Z,johanneswilm,ContentEditableEvents,0,81663103
true,What browser internals can be exposed to help us move the caret in (and against) the block direction?,https://github.com/w3c/editing/issues/56,2015-05-27T23:03:03Z,2015-08-19T08:52:26Z,johanneswilm,ContentEditableEvents,0,81662541
true,How do we switch the caret between overtype and insert mode?,https://github.com/w3c/editing/issues/55,2015-05-27T23:02:11Z,2015-08-02T21:25:22Z,johanneswilm,ContentEditableEvents,0,81662243
true,What to do with contentEditableTrue?,https://github.com/w3c/editing/issues/54,2015-05-27T19:15:02Z,2015-08-25T07:50:15Z,johanneswilm,ContentEditableTrue,0,81584278
true,What to do with execCommand?,https://github.com/w3c/editing/issues/53,2015-05-27T19:12:19Z,2015-08-25T07:47:03Z,johanneswilm,execCommand,0,81583314
true,What intentions do we need?,https://github.com/w3c/editing/issues/52,2015-05-27T18:27:56Z,2015-08-02T21:42:52Z,johanneswilm,InputEvents,0,81566916
true,What caret positions do we need to allow?,https://github.com/w3c/editing/issues/51,2015-05-27T12:12:38Z,2015-08-03T09:52:18Z,johanneswilm,ContentEditableEvents,0,81423545
true,spell checking should be able to span multiple Typing Nodes,https://github.com/w3c/editing/issues/50,2015-05-25T17:30:30Z,2015-08-02T21:59:35Z,teleclimber,ContentEditableEvents,0,80607785
true,Do we need formatting events?,https://github.com/w3c/editing/issues/49,2015-05-25T16:48:08Z,2015-05-27T23:26:49Z,johanneswilm,InputEvents,0,80594127
true,define relation to HTML Editing APIs,https://github.com/w3c/editing/issues/48,2015-05-18T19:33:02Z,2015-05-25T16:44:00Z,johanneswilm,,0,77776672
true,"execCommand has now been spec'd to trigger a ""User Intent"" for cut/copy/paste",https://github.com/w3c/editing/issues/47,2015-04-23T17:49:37Z,2015-05-19T14:57:07Z,teleclimber,,0,70471230
true,Correct a spelling mistake,https://github.com/w3c/editing/pull/46,2015-02-21T13:57:59Z,2015-02-22T01:45:22Z,amire80,,0,58460246
true,Fix URL of ContentEditable spec.,https://github.com/w3c/editing/pull/45,2015-01-29T12:33:02Z,2015-01-29T16:52:14Z,AFBarstow,,0,55893344
true,Prevent recursive beforeInput calls,https://github.com/w3c/editing/issues/44,2015-01-21T17:58:22Z,2015-05-25T17:04:39Z,BenjamP,InputEvents,0,55053816
true,beforeinput should be fired only when the DOM change is caused by direct input by keypress or composition,https://github.com/w3c/editing/issues/43,2015-01-21T17:57:35Z,2016-06-20T22:22:18Z,BenjamP,InputEvents,0,55053717
true,"Add ""intention"" integration point to 'beforeinput' event's interface",https://github.com/w3c/editing/issues/42,2015-01-21T17:56:23Z,2015-01-28T21:18:37Z,BenjamP,,0,55053578
true,"D3E defines input event should be fired immediately after the DOM as been updated but it shouldn't be so if the editor value is changed by setting value attribute ",https://github.com/w3c/editing/issues/41,2015-01-21T17:54:59Z,2015-05-25T16:34:16Z,BenjamP,InputEvents,0,55053389
true,Links should use <a> tag and not MD syntax,https://github.com/w3c/editing/pull/40,2015-01-17T13:53:45Z,2015-01-28T20:56:25Z,AFBarstow,,0,54662354
true,Target range in device independent events,https://github.com/w3c/editing/issues/39,2015-01-10T14:32:47Z,2015-05-25T19:38:43Z,kojiishi,InputEvents,0,53959791
true,removed the protocol to link to respec,https://github.com/w3c/editing/pull/38,2015-01-06T22:03:38Z,2015-01-06T22:29:47Z,ylafon,,0,53569366
true,how does cE=typing handle autocorrect and spelling suggestions?,https://github.com/w3c/editing/issues/37,2014-12-23T21:58:54Z,2015-05-25T16:28:15Z,teleclimber,InputEvents|ContentEditable,0,52778321
true,How can sites access browser spellchecking?,https://github.com/w3c/editing/issues/36,2014-12-23T20:37:52Z,2015-08-03T09:24:50Z,BenjamP,,0,52772903
true,Add links to some TF resources.,https://github.com/w3c/editing/pull/35,2014-12-20T14:05:47Z,2014-12-23T17:23:50Z,AFBarstow,,0,52565082
true,How does cE=typing support IME text replacement?,https://github.com/w3c/editing/issues/34,2014-12-17T22:56:36Z,2015-05-27T18:12:41Z,BenjamP,InputEvents|ContentEditable,0,52303609
true,Should execCommand be spec'd to do nothing in cE=typing?,https://github.com/w3c/editing/issues/33,2014-12-15T21:50:56Z,2015-04-23T16:51:45Z,BenjamP,ContentEditable,0,52043699
true,How do we feature detect Responsive Input Events?,https://github.com/w3c/editing/issues/32,2014-12-10T17:58:06Z,2015-01-28T21:33:48Z,BenjamP,,0,51589850
true,Should sites be able to control Responsive Input Language?,https://github.com/w3c/editing/issues/31,2014-12-10T17:57:36Z,2015-05-27T22:56:42Z,BenjamP,InputEvents,0,51589794
true,Should undo/redo be beforeInput events?,https://github.com/w3c/editing/issues/30,2014-12-10T17:53:38Z,2015-05-25T17:10:53Z,BenjamP,InputEvents,0,51589287
true,Need to spec the data in beforeInput event,https://github.com/w3c/editing/issues/29,2014-12-10T17:50:44Z,2015-02-23T21:56:45Z,BenjamP,InputEvents,0,51588987
true,How does cE=typing work with overtype (insert key is on),https://github.com/w3c/editing/issues/28,2014-12-10T17:50:04Z,2015-05-27T22:53:40Z,BenjamP,InputEvents|ContentEditable,0,51588913
true,Should beforeFocus be another Edit Event?,https://github.com/w3c/editing/issues/27,2014-12-10T17:49:26Z,2016-05-23T08:09:50Z,BenjamP,InputEvents|Future,0,51588845
true,Should beforeInput Event happen if there is no selection?,https://github.com/w3c/editing/issues/26,2014-12-10T17:48:27Z,2015-01-28T21:39:15Z,BenjamP,,0,51588730
true,Should Device-Specific Edit Events say what Device-Independent Edit Event they will cause?,https://github.com/w3c/editing/issues/25,2014-12-10T17:47:51Z,2016-08-25T09:17:24Z,BenjamP,InputEvents|Future,0,51588675
true,What should be the target element for Responsive Input Events?,https://github.com/w3c/editing/issues/24,2014-12-10T17:46:20Z,2015-05-27T23:32:08Z,BenjamP,InputEvents,0,51588500
true,Add link to charter.,https://github.com/w3c/editing/pull/23,2014-12-09T13:13:43Z,2014-12-09T16:56:05Z,AFBarstow,,0,51425761
true,behavior of text nodes inside cE=typing,https://github.com/w3c/editing/issues/22,2014-12-08T20:27:55Z,2015-05-24T23:39:24Z,teleclimber,InputEvents|ContentEditable,0,51347955
true,Where can text be inserted? (and how? can UA create text nodes?),https://github.com/w3c/editing/issues/21,2014-12-08T18:44:31Z,2015-02-23T21:59:15Z,BenjamP,InputEvents,0,51336503
true,ContentEditable with UserSelect=None needs to be documented,https://github.com/w3c/editing/issues/20,2014-12-08T18:36:52Z,2015-08-03T09:27:30Z,BenjamP,ContentEditableTrue,0,51335560
true,Track the source of Intentions,https://github.com/w3c/editing/issues/19,2014-11-11T00:26:34Z,2016-08-25T09:16:46Z,BenjamP,InputEvents|Future,0,48332834
true,How should custom controls declare their Responsive Input mapping?,https://github.com/w3c/editing/issues/18,2014-11-07T21:18:18Z,2015-05-25T19:23:57Z,BenjamP,InputEvents,0,48131650
true,"Notification after completion of  Responsive Input Event (especially ""custom"" event types)",https://github.com/w3c/editing/issues/17,2014-10-29T00:28:26Z,2015-05-27T18:19:12Z,joanmarie,InputEvents,0,47098535
true,intents originating from components resp. scripts,https://github.com/w3c/editing/issues/16,2014-10-28T22:29:56Z,2015-05-25T17:14:35Z,h0ru5,,0,47089854
true,added some comments to point out intents from components,https://github.com/w3c/editing/pull/15,2014-10-28T22:24:08Z,2015-01-28T21:03:18Z,h0ru5,,0,47089344
true,Support for custom Responsive Input events,https://github.com/w3c/editing/issues/14,2014-10-28T18:59:59Z,2015-05-25T17:10:20Z,joanmarie,InputEvents,0,47067091
true,"Need to be clear about users having control, then sites, then browser",https://github.com/w3c/editing/issues/13,2014-10-27T20:52:17Z,2015-05-27T23:42:44Z,BenjamP,InputEvents,0,46957894
true,Consistent Shape for Intention Events,https://github.com/w3c/editing/issues/12,2014-10-08T20:47:47Z,2014-12-03T05:01:21Z,BenjamP,,0,45294806
true,Doc is now part of w3c/editing-explainer,https://github.com/w3c/editing/pull/11,2014-10-01T14:22:46Z,2014-10-06T18:49:56Z,AFBarstow,,0,44568901
true,Should we include the default result in the Intention Event?,https://github.com/w3c/editing/issues/10,2014-09-15T16:22:35Z,2014-12-03T05:06:56Z,BenjamP,,0,42790506
true,BeforeInput or CommandEvent?,https://github.com/w3c/editing/issues/9,2014-09-15T16:20:57Z,2014-12-03T05:00:52Z,BenjamP,,0,42790339
true,Does ClipboardEvents need to match the shape of other Intention Events,https://github.com/w3c/editing/issues/8,2014-09-15T16:20:00Z,2014-12-03T05:00:45Z,BenjamP,,0,42790232
true,Should the term be Device Independent Events?,https://github.com/w3c/editing/issues/7,2014-09-15T16:16:20Z,2015-02-23T22:00:00Z,BenjamP,InputEvents,0,42789832
true,How can we integrate with rich forms and validation?,https://github.com/w3c/editing/issues/6,2014-09-15T16:15:16Z,2015-05-27T23:00:59Z,BenjamP,,0,42789729
true,execCommand or something new to fire IntentionEvents?,https://github.com/w3c/editing/issues/5,2014-09-15T16:13:32Z,2014-12-03T05:00:30Z,BenjamP,,0,42789548
true,What should be the shape of contentEditable?,https://github.com/w3c/editing/issues/4,2014-09-15T16:09:57Z,2014-12-03T05:03:47Z,BenjamP,,0,42789155
true,"Add a section for ""new low-level APIs"" to Editing Explainer",https://github.com/w3c/editing/issues/3,2014-09-15T16:08:01Z,2014-12-03T05:00:10Z,BenjamP,,0,42788912
true,Add links to the two explainer docs,https://github.com/w3c/editing/pull/2,2014-09-13T13:45:47Z,2014-09-16T07:18:09Z,AFBarstow,,0,42696270
true,Relationship to IndieUI: Events 1.0,https://github.com/w3c/editing/issues/1,2014-06-18T12:13:45Z,2014-06-18T17:29:06Z,AFBarstow,,0,35978555
